timestamp,speed_kmh,steering_angle,gps_lat,gps_long,label
0,42.483570765056164,-0.021187984101135156,37.50009321505269,127.00009856576783,0
1,39.308678494144075,-0.022670705419192694,37.50019016005807,127.0001982392088,0
2,43.23844269050346,-0.08978215863150076,37.500284186247455,127.00029888215758,0
3,47.61514928204013,-0.016504509585071863,37.50038529042792,127.0004083507722,0
4,38.82923312638332,0.03664145409108725,37.50049726221324,127.00050087859911,0
5,38.8293152152541,-0.06371160595383976,37.50058955179167,127.0005924151292,0
6,47.896064077536955,0.052424132552529625,37.50069955999665,127.00070478132662,0
7,43.837173645764544,0.02438874105421691,37.50079174327592,127.0008001548792,0
8,37.65262807032524,-0.03671166609855189,37.50088326700379,127.00088752452567,0
9,42.712800217929825,-0.007076481866892372,37.50099145294998,127.00098267322625,0
10,37.68291153593769,0.07991609038205166,37.50110067231376,127.0010793726989,0
11,37.671351232148716,0.03667739067529329,37.50120918641313,127.00119492232618,0
12,41.20981135783017,0.00043918274490739085,37.50129602843904,127.0013041705883,0
13,30.433598776711012,-0.011884165848049216,37.50139136892926,127.00141564579447,0
14,31.375410837434835,0.003830453522582981,37.50149959881519,127.00152384553088,0
15,37.188562353795135,-0.025588177897115174,37.50160001423359,127.0016333079676,0
16,34.93584439832788,-0.10523747528595073,37.501689277305125,127.00172642714634,0
17,41.57123666297637,0.10210889552673655,37.50179386048452,127.00182444112478,0
18,35.45987962239394,0.007766249959970073,37.50188671241193,127.00191454197166,0
19,32.93848149332354,0.019907363256126857,37.502004657660414,127.00201243709135,0
20,47.32824384460777,-0.002895387493845437,37.50212010607504,127.00211927814125,0
21,38.87111849756732,-0.03675584003622941,37.5022261470493,127.0022206239741,0
22,40.337641023439616,-0.009296224047438536,40.835089579398584,130.3099573529618,1
23,32.87625906893272,-0.07996973810971557,37.50244040502985,127.00242232462438,0
24,37.27808637737409,0.11385432490266523,38.677867441182556,128.12099875987897,1
25,40.554612948549334,-0.061725599921119804,37.50266283660775,127.00261484397986,0
